"Date","S_level_ft","N_level_ft","S_level_m","N_level_m","S_area_m2","N_area_m2","S_vol_m3","N_vol_m3","Total_vol_m3","natlev_m","natlev_ft"
"1920-04-01",4201.4,4201.4,1280.58672,1280.58672,2964614021.44961,1597922714.69736,13258771193.2501,7694308715.79898,20953079909.0491,1280.58672,4201.4
"1920-05-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1920-06-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1920-07-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1920-08-01",4201.5,4201.5,1280.6172,1280.6172,2990388770.5571,1602780428.04596,13348532969.9785,7742782248.13553,21091315218.114,1280.6172,4201.5
"1920-09-01",4201.1,4201.1,1280.49528,1280.49528,2887289774.12694,1583349574.6515,12989485863.0645,7548888118.78898,20538373981.8535,1280.49528,4201.1
"1920-10-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1920-11-01",4200.9,4200.9,1280.43432,1280.43432,2845645914.06306,1576584920.54438,12814100391.16,7452453347.89312,20266553739.0531,1280.43432,4200.9
"1920-12-01",4201.1,4201.1,1280.49528,1280.49528,2887289774.12694,1583349574.6515,12989485863.0645,7548888118.78898,20538373981.8535,1280.49528,4201.1
"1921-01-01",4201.3,4201.3,1280.55624,1280.55624,2938839272.34192,1593065001.34872,13169009416.5212,7645835183.46207,20814844599.9832,1280.55624,4201.3
"1921-02-01",4201.5,4201.5,1280.6172,1280.6172,2990388770.5571,1602780428.04596,13348532969.9785,7742782248.13553,21091315218.114,1280.6172,4201.5
"1921-03-01",4201.8,4201.8,1280.70864,1280.70864,3036697619.24124,1614498836.64751,13625734465.6118,7890277488.7414,21516011954.3532,1280.70864,4201.8
"1921-04-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1921-05-01",4202.7,4202.7,1280.98296,1280.98296,3147851944.66518,1653972471.19661,14474764784.6889,8338449671.56565,22813214456.2546,1280.98296,4202.7
"1921-06-01",4203.2,4203.2,1281.13536,1281.13536,3205470241.64945,1677754708.38069,14958794377.136,8592078753.01664,23550873130.1527,1281.13536,4203.2
"1921-07-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1921-08-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1921-09-01",4202.2,4202.2,1280.83056,1280.83056,3090397521.55685,1632380933.10602,13999355296.3695,8088188453.82485,22087543750.1944,1280.83056,4202.2
"1921-10-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1921-11-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1921-12-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1922-01-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1922-02-01",4202.5,4202.5,1280.922,1280.922,3124638526.34622,1647485669.19225,14282585046.8728,8237559660.84414,22520144707.7169,1280.922,4202.5
"1922-03-01",4202.9,4202.9,1281.04392,1281.04392,3171065362.98415,1660459273.20096,14666944522.5051,8439339682.28716,23106284204.7923,1281.04392,4202.9
"1922-04-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1922-05-01",4203.7,4203.7,1281.28776,1281.28776,3259087437.39282,1709531099.93142,15451511145.6095,8849846284.16621,24301357429.7757,1281.28776,4203.7
"1922-06-01",4204.3,4204.3,1281.47064,1281.47064,3328755620.17059,1754730673.2081,16054214497.1235,9166379377.21708,25220593874.3406,1281.47064,4204.3
"1922-07-01",4204.4,4204.4,1281.50112,1281.50112,3342268377.02083,1764448027.49143,16155577219.3499,9219727191.68565,25375304411.0355,1281.50112,4204.4
"1922-08-01",4203.9,4203.9,1281.34872,1281.34872,3278507378.87744,1720229440.21583,15650587935.4986,8954172717.26261,24604760652.7612,1281.34872,4203.9
"1922-09-01",4203.6,4203.6,1281.25728,1281.25728,3249377466.65055,1704181929.78924,15351972750.6653,8797683067.6182,24149655818.2835,1281.25728,4203.6
"1922-10-01",4203.1,4203.1,1281.10488,1281.10488,3194071156.89656,1670728691.29194,14860914384.2748,8540931720.33238,23401846104.6072,1281.10488,4203.1
"1922-11-01",4202.9,4202.9,1281.04392,1281.04392,3171065362.98415,1660459273.20096,14666944522.5051,8439339682.28716,23106284204.7923,1281.04392,4202.9
"1922-12-01",4203.1,4203.1,1281.10488,1281.10488,3194071156.89656,1670728691.29194,14860914384.2748,8540931720.33238,23401846104.6072,1281.10488,4203.1
"1923-01-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1923-02-01",4203.7,4203.7,1281.28776,1281.28776,3259087437.39282,1709531099.93142,15451511145.6095,8849846284.16621,24301357429.7757,1281.28776,4203.7
"1923-03-01",4203.8,4203.8,1281.31824,1281.31824,3268797408.13517,1714880270.07365,15551049540.5544,8902009500.7146,24453059041.269,1281.31824,4203.8
"1923-04-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1923-05-01",4204.4,4204.4,1281.50112,1281.50112,3342268377.02083,1764448027.49143,16155577219.3499,9219727191.68565,25375304411.0355,1281.50112,4204.4
"1923-06-01",4204.9,4204.9,1281.65352,1281.65352,3402106445.13603,1796307933.70317,16669549976.3974,9491030113.98089,26160580090.3783,1281.65352,4204.9
"1923-07-01",4204.8,4204.8,1281.62304,1281.62304,3390525117.31977,1790772295.72107,16566397467.6919,9436541337.02412,26002938804.7161,1281.62304,4204.8
"1923-08-01",4204.4,4204.4,1281.50112,1281.50112,3342268377.02083,1764448027.49143,16155577219.3499,9219727191.68565,25375304411.0355,1281.50112,4204.4
"1923-09-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1923-10-01",4203.7,4203.7,1281.28776,1281.28776,3259087437.39282,1709531099.93142,15451511145.6095,8849846284.16621,24301357429.7757,1281.28776,4203.7
"1923-11-01",4204,4204,1281.3792,1281.3792,3288217349.61978,1725578610.35805,15750126330.4435,9006335933.811,24756462264.2545,1281.3792,4204
"1923-12-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1924-01-01",4204.2,4204.2,1281.44016,1281.44016,3315242863.32036,1745013318.92478,15952851774.8971,9113031562.74852,25065883337.6456,1281.44016,4204.2
"1924-02-01",4204.4,4204.4,1281.50112,1281.50112,3342268377.02083,1764448027.49143,16155577219.3499,9219727191.68565,25375304411.0355,1281.50112,4204.4
"1924-03-01",4204.7,4204.7,1281.59256,1281.59256,3378943789.5036,1785236657.739,16463244958.9872,9382052560.06775,25845297519.055,1281.59256,4204.7
"1924-04-01",4204.9,4204.9,1281.65352,1281.65352,3402106445.13603,1796307933.70317,16669549976.3974,9491030113.98089,26160580090.3783,1281.65352,4204.9
"1924-05-01",4205.1,4205.1,1281.71448,1281.71448,3424932990.00434,1809752260.19469,16877804564.4693,9601170580.09896,26478975144.5682,1281.71448,4205.1
"1924-06-01",4204.7,4204.7,1281.59256,1281.59256,3378943789.5036,1785236657.739,16463244958.9872,9382052560.06775,25845297519.055,1281.59256,4204.7
"1924-07-01",4204.5,4204.5,1281.5316,1281.5316,3355781133.87117,1774165381.77483,16256939941.577,9273075006.15461,25530014947.7316,1281.5316,4204.5
"1924-08-01",4204,4204,1281.3792,1281.3792,3288217349.61978,1725578610.35805,15750126330.4435,9006335933.811,24756462264.2545,1281.3792,4204
"1924-09-01",4203.4,4203.4,1281.19632,1281.19632,3228268411.15531,1691806742.55825,15154554362.8592,8694372818.38555,23848927181.2448,1281.19632,4203.4
"1924-10-01",4203.1,4203.1,1281.10488,1281.10488,3194071156.89656,1670728691.29194,14860914384.2748,8540931720.33238,23401846104.6072,1281.10488,4203.1
"1924-11-01",4203,4203,1281.0744,1281.0744,3182672072.14359,1663702674.20313,14763034391.4128,8489784687.64773,23252819079.0606,1281.0744,4203
"1924-12-01",4203.1,4203.1,1281.10488,1281.10488,3194071156.89656,1670728691.29194,14860914384.2748,8540931720.33238,23401846104.6072,1281.10488,4203.1
"1925-01-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1925-02-01",4203.5,4203.5,1281.2268,1281.2268,3239667495.9082,1698832759.64701,15252434355.7204,8745519851.06982,23997954206.7902,1281.2268,4203.5
"1925-03-01",4203.8,4203.8,1281.31824,1281.31824,3268797408.13517,1714880270.07365,15551049540.5544,8902009500.7146,24453059041.269,1281.31824,4203.8
"1925-04-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1925-05-01",4204.3,4204.3,1281.47064,1281.47064,3328755620.17059,1754730673.2081,16054214497.1235,9166379377.21708,25220593874.3406,1281.47064,4204.3
"1925-06-01",4204.3,4204.3,1281.47064,1281.47064,3328755620.17059,1754730673.2081,16054214497.1235,9166379377.21708,25220593874.3406,1281.47064,4204.3
"1925-07-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1925-08-01",4203.9,4203.9,1281.34872,1281.34872,3278507378.87744,1720229440.21583,15650587935.4986,8954172717.26261,24604760652.7612,1281.34872,4203.9
"1925-09-01",4203.5,4203.5,1281.2268,1281.2268,3239667495.9082,1698832759.64701,15252434355.7204,8745519851.06982,23997954206.7902,1281.2268,4203.5
"1925-10-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1925-11-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1925-12-01",4203.4,4203.4,1281.19632,1281.19632,3228268411.15531,1691806742.55825,15154554362.8592,8694372818.38555,23848927181.2448,1281.19632,4203.4
"1926-01-01",4203.5,4203.5,1281.2268,1281.2268,3239667495.9082,1698832759.64701,15252434355.7204,8745519851.06982,23997954206.7902,1281.2268,4203.5
"1926-02-01",4203.6,4203.6,1281.25728,1281.25728,3249377466.65055,1704181929.78924,15351972750.6653,8797683067.6182,24149655818.2835,1281.25728,4203.6
"1926-03-01",4203.9,4203.9,1281.34872,1281.34872,3278507378.87744,1720229440.21583,15650587935.4986,8954172717.26261,24604760652.7612,1281.34872,4203.9
"1926-04-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1926-05-01",4204.3,4204.3,1281.47064,1281.47064,3328755620.17059,1754730673.2081,16054214497.1235,9166379377.21708,25220593874.3406,1281.47064,4204.3
"1926-06-01",4204.2,4204.2,1281.44016,1281.44016,3315242863.32036,1745013318.92478,15952851774.8971,9113031562.74852,25065883337.6456,1281.44016,4204.2
"1926-07-01",4203.8,4203.8,1281.31824,1281.31824,3268797408.13517,1714880270.07365,15551049540.5544,8902009500.7146,24453059041.269,1281.31824,4203.8
"1926-08-01",4203.4,4203.4,1281.19632,1281.19632,3228268411.15531,1691806742.55825,15154554362.8592,8694372818.38555,23848927181.2448,1281.19632,4203.4
"1926-09-01",4202.9,4202.9,1281.04392,1281.04392,3171065362.98415,1660459273.20096,14666944522.5051,8439339682.28716,23106284204.7923,1281.04392,4202.9
"1926-10-01",4202.5,4202.5,1280.922,1280.922,3124638526.34622,1647485669.19225,14282585046.8728,8237559660.84414,22520144707.7169,1280.922,4202.5
"1926-11-01",4202.4,4202.4,1280.89152,1280.89152,3113224858.08304,1642450757.16348,14188175130.0379,8187769258.50413,22375944388.542,1280.89152,4202.4
"1926-12-01",4202.4,4202.4,1280.89152,1280.89152,3113224858.08304,1642450757.16348,14188175130.0379,8187769258.50413,22375944388.542,1280.89152,4202.4
"1927-01-01",4202.5,4202.5,1280.922,1280.922,3124638526.34622,1647485669.19225,14282585046.8728,8237559660.84414,22520144707.7169,1280.922,4202.5
"1927-02-01",4202.6,4202.6,1280.95248,1280.95248,3136245235.50566,1650729070.19442,14378674915.7805,8288004666.20471,22666679581.9852,1280.95248,4202.6
"1927-03-01",4202.9,4202.9,1281.04392,1281.04392,3171065362.98415,1660459273.20096,14666944522.5051,8439339682.28716,23106284204.7923,1281.04392,4202.9
"1927-04-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1927-05-01",4203.4,4203.4,1281.19632,1281.19632,3228268411.15531,1691806742.55825,15154554362.8592,8694372818.38555,23848927181.2448,1281.19632,4203.4
"1927-06-01",4203.5,4203.5,1281.2268,1281.2268,3239667495.9082,1698832759.64701,15252434355.7204,8745519851.06982,23997954206.7902,1281.2268,4203.5
"1927-07-01",4203.2,4203.2,1281.13536,1281.13536,3205470241.64945,1677754708.38069,14958794377.136,8592078753.01664,23550873130.1527,1281.13536,4203.2
"1927-08-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1927-09-01",4202.1,4202.1,1280.80008,1280.80008,3078983853.29367,1627346021.07725,13904945379.5346,8038398051.48484,21943343431.0195,1280.80008,4202.1
"1927-10-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1927-11-01",4201.8,4201.8,1280.70864,1280.70864,3036697619.24124,1614498836.64751,13625734465.6118,7890277488.7414,21516011954.3532,1280.70864,4201.8
"1927-12-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1928-01-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1928-02-01",4202.1,4202.1,1280.80008,1280.80008,3078983853.29367,1627346021.07725,13904945379.5346,8038398051.48484,21943343431.0195,1280.80008,4202.1
"1928-03-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1928-04-01",4202.6,4202.6,1280.95248,1280.95248,3136245235.50566,1650729070.19442,14378674915.7805,8288004666.20471,22666679581.9852,1280.95248,4202.6
"1928-05-01",4202.6,4202.6,1280.95248,1280.95248,3136245235.50566,1650729070.19442,14378674915.7805,8288004666.20471,22666679581.9852,1280.95248,4202.6
"1928-06-01",4202.5,4202.5,1280.922,1280.922,3124638526.34622,1647485669.19225,14282585046.8728,8237559660.84414,22520144707.7169,1280.922,4202.5
"1928-07-01",4202.2,4202.2,1280.83056,1280.83056,3090397521.55685,1632380933.10602,13999355296.3695,8088188453.82485,22087543750.1944,1280.83056,4202.2
"1928-08-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1928-09-01",4201,4201,1280.4648,1280.4648,2861515025.01926,1578491861.30286,12899724086.3355,7500414586.45208,20400138672.7876,1280.4648,4201
"1928-10-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1928-11-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1928-12-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1929-01-01",4200.9,4200.9,1280.43432,1280.43432,2845645914.06306,1576584920.54438,12814100391.16,7452453347.89312,20266553739.0531,1280.43432,4200.9
"1929-02-01",4201,4201,1280.4648,1280.4648,2861515025.01926,1578491861.30286,12899724086.3355,7500414586.45208,20400138672.7876,1280.4648,4201
"1929-03-01",4201.1,4201.1,1280.49528,1280.49528,2887289774.12694,1583349574.6515,12989485863.0645,7548888118.78898,20538373981.8535,1280.49528,4201.1
"1929-04-01",4201.6,4201.6,1280.64768,1280.64768,3005825053.4519,1606686564.24649,13440933468.5231,7791947328.3376,21232880796.8607,1280.64768,4201.6
"1929-05-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1929-06-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1929-07-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1929-08-01",4201.2,4201.2,1280.52576,1280.52576,2913064523.23443,1588207288.00011,13079247639.7928,7597361651.12553,20676609290.9184,1280.52576,4201.2
"1929-09-01",4200.8,4200.8,1280.40384,1280.40384,2829776803.10674,1574677979.78589,12728476695.9839,7404492109.33381,20132968805.3177,1280.40384,4200.8
"1929-10-01",4200.65,4200.65,1280.35812,1280.35812,2805973136.67243,1571817568.64818,12600041153.2206,7332550251.49538,19932591404.716,1280.35812,4200.65
"1929-11-01",4200.25,4200.25,1280.2362,1280.2362,2725206387.29734,1562355053.74842,12262140983.9679,7141403509.61236,19403544493.5803,1280.2362,4200.25
"1929-12-01",4200.45,4200.45,1280.29716,1280.29716,2770776853.64991,1567636736.75805,12429712685.159,7236767416.84781,19666480102.0069,1280.29716,4200.45
"1930-01-01",4200.55,4200.55,1280.32764,1280.32764,2790104025.71611,1569910627.88969,12514417458.0444,7284589012.93607,19799006470.9805,1280.32764,4200.55
"1930-02-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1930-03-01",4200.9,4200.9,1280.43432,1280.43432,2845645914.06306,1576584920.54438,12814100391.16,7452453347.89312,20266553739.0531,1280.43432,4200.9
"1930-04-01",4201.1,4201.1,1280.49528,1280.49528,2887289774.12694,1583349574.6515,12989485863.0645,7548888118.78898,20538373981.8535,1280.49528,4201.1
"1930-05-01",4201.15,4201.15,1280.51052,1280.51052,2900177148.68069,1585778431.32581,13034366751.4287,7573124884.95726,20607491636.3859,1280.51052,4201.15
"1930-06-01",4201.2,4201.2,1280.52576,1280.52576,2913064523.23443,1588207288.00011,13079247639.7928,7597361651.12553,20676609290.9184,1280.52576,4201.2
"1930-07-01",4200.85,4200.85,1280.41908,1280.41908,2837711358.58484,1575631450.16513,12771288543.5716,7428472728.61329,20199761272.1849,1280.41908,4200.85
"1930-08-01",4200.3,4200.3,1280.25144,1280.25144,2736599003.88544,1563675474.50082,12304033909.2655,7165244486.42113,19469278395.6867,1280.25144,4200.3
"1930-09-01",4200.05,4200.05,1280.17524,1280.17524,2679635920.94477,1557073370.73879,12094569282.7768,7046039602.3769,19140608885.1537,1280.17524,4200.05
"1930-10-01",4199.7,4199.7,1280.06856,1280.06856,2612549553.83506,1538541306.91367,11813397818.5946,6881244634.93915,18694642453.5337,1280.06856,4199.7
"1930-11-01",4199.85,4199.85,1280.11428,1280.11428,2640396429.09587,1547147128.45003,11933037088.0368,6951721630.25364,18884758718.2905,1280.11428,4199.85
"1930-12-01",4200,4200,1280.16,1280.16,2668243304.35667,1555752949.98639,12052676357.4791,7022198625.56813,19074874983.0473,1280.16,4200
"1931-01-01",4200.1,4200.1,1280.19048,1280.19048,2691028537.53287,1558393791.49119,12136462208.0744,7069880579.18568,19206342787.2601,1280.19048,4200.1
"1931-02-01",4200.15,4200.15,1280.20572,1280.20572,2702421154.12097,1559714212.2436,12178355133.372,7093721555.99445,19272076689.3665,1280.20572,4200.15
"1931-03-01",4200.45,4200.45,1280.29716,1280.29716,2770776853.64991,1567636736.75805,12429712685.159,7236767416.84781,19666480102.0069,1280.29716,4200.45
"1931-04-01",4200.4,4200.4,1280.28192,1280.28192,2759384237.06164,1566316316.00563,12387819759.8608,7212926440.03868,19600746199.8995,1280.28192,4200.4
"1931-05-01",4200.35,4200.35,1280.26668,1280.26668,2747991620.47354,1564995895.25322,12345926834.5632,7189085463.22991,19535012297.7931,1280.26668,4200.35
"1931-06-01",4200.2,4200.2,1280.22096,1280.22096,2713813770.70924,1561034632.99602,12220248058.6703,7117562532.80358,19337810591.4739,1280.22096,4200.2
"1931-07-01",4199.6,4199.6,1280.03808,1280.03808,2593984970.32795,1532804092.55612,11733638305.6334,6834259971.39639,18567898277.0298,1280.03808,4199.6
"1931-08-01",4199.2,4199.2,1279.91616,1279.91616,2526038905.30296,1498506996.04726,11421591740.8141,6648944593.00134,18070536333.8154,1279.91616,4199.2
"1931-09-01",4198.65,4198.65,1279.74852,1279.74852,2451047050.83548,1454069705.03933,11004026131.6195,6400864899.72562,17404891031.3451,1279.74852,4198.65
"1931-10-01",4198.05,4198.05,1279.56564,1279.56564,2364567366.30172,1390049913.65358,10561798966.0374,6138506898.0959,16700305864.1333,1279.56564,4198.05
"1931-11-01",4198,4198,1279.5504,1279.5504,2356961887.07366,1384146002.05076,10525172498.812,6116777876.48829,16641950375.3003,1279.5504,4198
"1931-12-01",4197.9,4197.9,1279.51992,1279.51992,2344630533.13,1378825371.64554,10454279695.5106,6075007054.60568,16529286750.1163,1279.51992,4197.9
"1932-01-01",4198.1,4198.1,1279.58088,1279.58088,2372172845.52977,1395953825.2564,10598425433.2628,6160235919.7035,16758661352.9663,1279.58088,4198.1
"1932-02-01",4198.2,4198.2,1279.61136,1279.61136,2387383803.986,1407761648.46213,10671678367.714,6203693962.91904,16875372330.633,1279.61136,4198.2
"1932-03-01",4198.55,4198.55,1279.71804,1279.71804,2439026803.18144,1446813313.73251,10928966824.5841,6356333694.95177,17285300519.5359,1279.71804,4198.55
"1932-04-01",4198.85,4198.85,1279.80948,1279.80948,2475087546.14339,1468582487.65287,11154144745.6893,6489927309.27266,17644072054.9619,1279.80948,4198.85
"1932-05-01",4199.1,4199.1,1279.88568,1279.88568,2509578411.46374,1488987035.3302,11344162723.5284,6602834354.71748,17946997078.2459,1279.88568,4199.1
"1932-06-01",4199.4,4199.4,1279.97712,1279.97712,2558959892.9815,1517546917.48145,11576449775.3861,6741165069.56942,18317614844.9555,1279.97712,4199.4
"1932-07-01",4199.25,4199.25,1279.9314,1279.9314,2534269152.22256,1503266976.40579,11460306249.4569,6671999712.14328,18132305961.6002,1279.9314,4199.25
"1932-08-01",4198.85,4198.85,1279.80948,1279.80948,2475087546.14339,1468582487.65287,11154144745.6893,6489927309.27266,17644072054.9619,1279.80948,4198.85
"1932-09-01",4198.35,4198.35,1279.65708,1279.65708,2410200241.67017,1425473383.27058,10781557769.3901,6268881027.74186,17050438797.1319,1279.65708,4198.35
"1932-10-01",4198,4198,1279.5504,1279.5504,2356961887.07366,1384146002.05076,10525172498.812,6116777876.48829,16641950375.3003,1279.5504,4198
"1932-11-01",4197.8,4197.8,1279.48944,1279.48944,2332299179.18643,1373504741.24036,10383386892.2098,6033236232.72339,16416623124.9332,1279.48944,4197.8
"1932-12-01",4197.75,4197.75,1279.4742,1279.4742,2326133502.21464,1370844426.03777,10347940490.5593,6012350821.78224,16360291312.3416,1279.4742,4197.75
"1933-01-01",4197.7,4197.7,1279.45896,1279.45896,2319967825.24277,1368184110.83514,10312494088.9084,5991465410.84078,16303959499.7491,1279.45896,4197.7
"1933-02-01",4197.95,4197.95,1279.53516,1279.53516,2350796210.10178,1381485686.84813,10489726097.1611,6095892465.54683,16585618562.7079,1279.53516,4197.95
"1933-03-01",4198.1,4198.1,1279.58088,1279.58088,2372172845.52977,1395953825.2564,10598425433.2628,6160235919.7035,16758661352.9663,1279.58088,4198.1
"1933-04-01",4198.4,4198.4,1279.67232,1279.67232,2417805720.89823,1431377294.8734,10818184236.6154,6290610049.34947,17108794285.9649,1279.67232,4198.4
"1933-05-01",4198.55,4198.55,1279.71804,1279.71804,2439026803.18144,1446813313.73251,10928966824.5841,6356333694.95177,17285300519.5359,1279.71804,4198.55
"1933-06-01",4198.85,4198.85,1279.80948,1279.80948,2475087546.14339,1468582487.65287,11154144745.6893,6489927309.27266,17644072054.9619,1279.80948,4198.85
"1933-07-01",4198.6,4198.6,1279.73328,1279.73328,2445036927.00841,1450441509.3859,10966496478.1015,6378599297.33853,17345095775.4401,1279.73328,4198.6
"1933-08-01",4198.1,4198.1,1279.58088,1279.58088,2372172845.52977,1395953825.2564,10598425433.2628,6160235919.7035,16758661352.9663,1279.58088,4198.1
"1933-09-01",4197.45,4197.45,1279.38276,1279.38276,2287367386.56744,1351980688.58984,10136207134.5721,5887425433.89552,16023632568.4676,1279.38276,4197.45
"1933-10-01",4197.05,4197.05,1279.26084,1279.26084,2223865540.26264,1307483397.11079,9860196352.69881,5723438768.45206,15583635121.1509,1279.26084,4197.05
"1933-11-01",4196.8,4196.8,1279.18464,1279.18464,2184960342.0403,1289294450.96977,9692950279.12944,5624562983.14734,15317513262.2768,1279.18464,4196.8
"1933-12-01",4196.75,4196.75,1279.1694,1279.1694,2177218475.18176,1286137754.79324,9659764097.67073,5604968620.11632,15264732717.787,1279.1694,4196.75
"1934-01-01",4196.8,4196.8,1279.18464,1279.18464,2184960342.0403,1289294450.96977,9692950279.12944,5624562983.14734,15317513262.2768,1279.18464,4196.8
"1934-02-01",4197.05,4197.05,1279.26084,1279.26084,2223865540.26264,1307483397.11079,9860196352.69881,5723438768.45206,15583635121.1509,1279.26084,4197.05
"1934-03-01",4197.2,4197.2,1279.30656,1279.30656,2247678732.62697,1324169881.41545,9963700395.90141,5784933767.99344,15748634163.8949,1279.30656,4197.2
"1934-04-01",4197.2,4197.2,1279.30656,1279.30656,2247678732.62697,1324169881.41545,9963700395.90141,5784933767.99344,15748634163.8949,1279.30656,4197.2
"1934-05-01",4197.1,4197.1,1279.27608,1279.27608,2231803271.05083,1313045558.54573,9894697700.43336,5743937101.63272,15638634802.0661,1279.27608,4197.1
"1934-06-01",4196.6,4196.6,1279.12368,1279.12368,2153992874.60603,1276667666.26361,9560205553.2941,5546185531.02297,15106391084.3171,1279.12368,4196.6
"1934-07-01",4196.25,4196.25,1279.017,1279.017,2099291790.85253,1255352168.22466,9333957643.43901,5411329551.34762,14745287194.7866,1279.017,4196.25
"1934-08-01",4195.85,4195.85,1278.89508,1278.89508,2033258872.25764,1223454668.42831,9082564974.82231,5260889383.95943,14343454358.7817,1278.89508,4195.85
